headline,date,comments,type
"Marvell CEO unloads $2.06m in stock, acquires shares through options",2024-04-16,,MRVL
Evercore ISI bullish on Marvell stock with new outperform rating,2024-04-16,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-04-16,,MRVL
"Morgan Stanley, Bank of America discuss outlook for AMD stock",2024-04-15,,MRVL
"Don't miss out on this key AI chip stock, Deutsche Bank tells its clients",2024-04-12,,MRVL
"Morgan Stanley holds Marvell stock price target at $71, cites AI growth prospects",2024-04-12,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-04-12,,MRVL
NVIDIA target raised at Morgan Stanley as business 'continues to strengthen',2024-04-10,,MRVL
KeyBanc cuts Marvell share price target on AWS delay,2024-04-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-04-08,,MRVL
UBS sees Marvell Technology event as positive stock catalyst,2024-04-08,,MRVL
"KeyBanc rises price target on Nvidia stock, other chipmakers after positive China checks",2024-04-08,,MRVL
This forgotten AI stock could surge soon - analysts,2024-04-04,,MRVL
"Marvell CFO sells $71,500 in company stock",2024-04-02,,MRVL
"Dow, S&P close lower as manufacturing data lifts yields",2024-04-01,,MRVL
"Stocks close with gains, led by Dow as investors look for rate insight",2024-03-27,,MRVL
Citi says this AI chip stock should surge in the near term,2024-03-27,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-27,,MRVL
"Midday movers: GameStop falls; Merck, Robinhood and Moderna rise",2024-03-27,,MRVL
Semtech (SMTC) Q4 Earnings: What To Expect,2024-03-27,,MRVL
"Marvell Launches Products, Technology and Partnerships at OFC 2024 to Scale Optical Technology for Accelerated Infrastructure",2024-03-26,,MRVL
Marvell Extends 1.6T Connectivity Leadership With Industry's First PAM4 Optical DSP Integrating 200 Gbps Electrical and Optical Interfaces,2024-03-25,,MRVL
Marvell Announces Industry's First 5nm Transmit-Only 800G PAM4 Optical DSP for AI and Cloud Interconnects,2024-03-25,,MRVL
Marvell Demonstrates Industry's First 200G 3D Silicon Photonics Engine to Scale Accelerated Infrastructure,2024-03-25,,MRVL
"Marvell Doubles Reach of 800 Gbps ZR/ZR+ Pluggable Modules with PCS, Expands Ecosystem for COLORZ ® 800",2024-03-25,,MRVL
Analysts at Mizuho are asking if Micron is the new Nvidia Jr,2024-03-21,,MRVL
Nvidia stock climbs as CFO says new chip to ship in 2024,2024-03-19,,MRVL
Marvell holds strong with $80 stock target amid AI tech developments,2024-03-19,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-19,,MRVL
"Marvell technology CFO sells $67,790 in company stock",2024-03-18,,MRVL
Marvell Technology COO sells $332k in stock,2024-03-18,,MRVL
Marvell CEO Matthew Murphy sells shares worth over $1.9 million,2024-03-18,,MRVL
"Marvell Technology, Inc. Declares Quarterly Dividend Payment",2024-03-15,,MRVL
Marvell Technology Declares $0.06 Quarterly Dividend; 0.4% Yield,2024-03-15,,MRVL
"Marvell announces AI event, anticipates significant catalyst",2024-03-13,,MRVL
Morning Bid: Inflation thermometer tops market dashboard,2024-03-12,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-11,,MRVL
"Morning Bid: Nvidia, Nikkei knocked - China dodges deflation",2024-03-11,,MRVL
Stock Market Today: S&P 500 snaps 2-week win streak as Nvidia nosedive dents tech,2024-03-08,,MRVL
Why Marvell Technology (MRVL) Shares Are Plunging Today,2024-03-08,,MRVL
Wall Street slips from records with Nasdaq leading declines,2024-03-08,,MRVL
"Italy finalising $3.3 billion Silicon Box plant deal, source says",2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell stock target raised to $100 on growth prospects,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Optical CTO Dr. Radha Nagarajan Awarded 2024 David Richardson Medal from Optica,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Wall Street bullish on Marvell despite guidance miss; Summit upgrades to Buy,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
"Earnings call: Marvell posts modest Q4 revenue results, focuses on AI growth",2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Summit Insights upgrades Marvell stock to Buy on AI growth potential,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-08,,MRVL
"Midday movers: Costco, Marvell fall; Gap, DocuSign rise",2024-03-08,,MRVL
Morning Bid: Surf's back up on Wall St with cooling jobs eyed,2024-03-08,,MRVL
"Marvell Technology, Inc. Reports Fourth Quarter and Fiscal Year 2024 Financial Results",2024-03-07,,MRVL
Marvell Announces Accelerated Infrastructure for the AI Era Event,2024-03-07,,MRVL
Marvell Technology (NASDAQ:MRVL) Reports Q4 In Line With Expectations But Stock Drops 11.1%,2024-03-07,,MRVL
Marvell boosts stock buyback program by $3 billion,2024-03-07,,MRVL
"Marvell earnings matched, revenue topped estimates",2024-03-07,,MRVL
Marvell Technology Announces $3B Share Buyback,2024-03-07,,MRVL
Marvell Announces Industry's First 2nm Platform for Accelerated Infrastructure Silicon,2024-03-07,,MRVL
"After-hours movers: Marvell sinks, DocuSign and Gap rise",2024-03-07,,MRVL
Marvell Technology (MRVL) Q4 Earnings: What To Expect,2024-03-06,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-05,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-04,,MRVL
Stifel maintains buy rating on Marvell stock with $72 target,2024-03-04,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-04,,MRVL
Marvell stock target raised to $84 on strong AI growth prospects,2024-03-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-01,,MRVL
Nvidia closes with $2 trillion valuation as Dell stokes AI rally,2024-03-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-03-01,,MRVL
Marvell leads Open RAN collaboration for NTT DOCOMO,2024-02-26,,MRVL
Marvell enhances 5G networks with open-source AI tools,2024-02-26,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-02-26,,MRVL
Marvell Technology Collaborates with Industry Leaders to Deliver NTT DOCOMO OREX RAN Solutions,2024-02-26,,MRVL
Marvell Technology Open Sources OCTEON 10 ML/AI Accelerator Software,2024-02-26,,MRVL
"Nvidia stock surges after results, lifts other AI shares",2024-02-21,,MRVL
Exclusive-Nvidia pursues $30 billion custom chip opportunity with new unit -sources,2024-02-09,,MRVL
"Wall St ends lower after Fed holds rates steady, rules out March rate cut",2024-01-31,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-31,,MRVL
S&P 500 ekes out another record high as Netflix and chipmakers leap,2024-01-24,,MRVL
JPMorgan handpicked these chip stocks as their top choice for next 12 months,2024-01-24,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-22,,MRVL
S&P 500 ends with record high for 2nd session in row,2024-01-22,,MRVL
S&P 500 notches first record high close in 2 years; chipmakers soar,2024-01-19,,MRVL
"Citi promotes Marvel to Top Pick, Nvidia moved lower",2024-01-19,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-19,,MRVL
Why Marvell Technology (MRVL) Stock Is Trading Up Today,2024-01-18,,MRVL
S&P 500 ends near record high as AI optimism lifts chipmakers,2024-01-18,,MRVL
Taiwan Semi's Results Lift Chip and Chip Equipment Stocks,2024-01-18,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-17,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-16,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-16,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-16,,MRVL
5 big analyst AI moves: Alphabet and Amazon attract new Street fans,2024-01-14,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-12,,MRVL
Marvell Technology price target raised as BofA notes AI demand trends,2024-01-11,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-11,,MRVL
Why Is Marvell Technology (MRVL) Stock Rocketing Higher Today,2024-01-08,,MRVL
"Midday movers: Tesla, Constellation Brands, Palantir and more",2024-01-05,,MRVL
"Marvell Technology Quickly Trades at High, Up 1.8%",2024-01-04,,MRVL
"After-hours movers: Snowflake, Costco, and more",2024-01-04,,MRVL
US chip stocks tumble after strongest year since 2009,2024-01-03,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2024-01-03,,MRVL
These stocks have just been added to Deutsche Bank's Fresh Money List,2023-12-20,,MRVL
"AMD, Micron, Intel, Nvidia: BofA shuffles chip stock ratings ahead of 2024",2023-12-15,,MRVL
Why Marvell Technology (MRVL) Stock Is Up Today,2023-12-13,,MRVL
Marvell Technology Declares $0.06 Quarterly Dividend; 0.5% Yield,2023-12-08,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-05,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-05,,MRVL
Why Marvell Technology (MRVL) Shares Are Trading Lower Today,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
"Marvell Technology flags carrier, enterprise segment weakness",2023-12-01,,MRVL
Earnings call: Marvell Technology's Q3 2024 results reveal data center growth and future prospects,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
"Midday movers: Pfizer, Ulta Beauty, UiPath and more",2023-12-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-12-01,,MRVL
Marvell Technology (NASDAQ:MRVL) Beats Q3 Sales Targets But Quarterly Guidance Underwhelms,2023-11-30,,MRVL
"Marvell earnings beat, revenue topped estimates",2023-11-30,,MRVL
Marvell Technology (MRVL) Reports Q3: Everything You Need To Know Ahead Of Earnings,2023-11-29,,MRVL
Marvell AI business to offset near-term 5G/enterprise weakness - JP Morgan,2023-11-27,,MRVL
Broadcom's Landmark $69 Billion VMware Deal Seals Amid Global Regulatory Hurdles,2023-11-22,,MRVL
Broadcom closes $69 billion VMware deal after China approval,2023-11-22,,MRVL
"Roth MKM starts Marvell Technology, AMD and Onsemi at Buy",2023-11-14,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-11-13,,MRVL
Stock Market Today: Dow rides energy stocks to end higher ahead of inflation data,2023-11-13,,MRVL
Marvell Technology Demonstrates 200G Electrical Interconnect Technology,2023-10-16,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-10-16,,MRVL
NVIDIA and AI-Focused Chip Stocks Set for Robust Earnings Season,2023-10-11,,MRVL
Stock Market Today: Dow ends higher after rebounding amid 'goldilocks' jobs report,2023-10-06,,MRVL
AI Investments Surge as Marvell Technology and Lam Research Aim to Capitalize,2023-09-25,,MRVL
"Midday movers: FedEx, Cisco, Darden Restaurants and more",2023-09-21,,MRVL
Marvell Technology Gains as Google May Replace Broadcom for Some Chips,2023-09-21,,MRVL
Marvell Technology Declares $0.06 Quarterly Dividend; 0.4% Yield,2023-09-15,,MRVL
"US and Vietnam ink historic partnership in Biden visit, with eyes on China",2023-09-10,,MRVL
"Exclusive-Top US chipmakers, tech firms to attend Vietnam meeting as Biden visits",2023-09-09,,MRVL
Broadcom forecasts quarterly revenue below expectations on broader demand weakness,2023-08-31,,MRVL
"NVIDIA , other AI stocks gain",2023-08-29,,MRVL
Indexes end higher in volatile trade as investors assess Powell speech,2023-08-25,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-08-25,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-08-25,,MRVL
S&P 500 pares some gains after Powell warns inflation still too high,2023-08-25,,MRVL
Marvell stock selloff continues after earnings as AI optimism slowly fades,2023-08-25,,MRVL
"Midday movers: Affirm, Gap, Marvell Technology and more",2023-08-25,,MRVL
U.S. stocks pare gains after Fed's Powell says prepared to continue raising rates,2023-08-25,,MRVL
Marketmind: Dollar rockets as Powell trumps AI,2023-08-25,,MRVL
5 big earnings hits: Nvidia's bang-up Q2; retail's bottom-line beats,2023-08-25,,MRVL
"Marvell earnings beat by $0.01, revenue topped estimates",2023-08-24,,MRVL
"Nvidia's $25 billion buyback plan, results lift stock to record high",2023-08-24,,MRVL
After-hours movers: NVIDIA surges on blow-out results and guidance,2023-08-23,,MRVL
NVIDIA results lifts other chip stocks,2023-08-23,,MRVL
Nvidia's forecast lifts AI stocks and Nasdaq futures,2023-08-23,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-08-23,,MRVL
"Dow Jones, Nasdaq, S&P 500 weekly preview: All eyes on Nvidia and Powell",2023-08-21,,MRVL
"5 big analyst AI moves: Nvidia numbers raised into earnings, Adobe 'ahead of the curve' with AI",2023-08-18,,MRVL
B Riley sees 'wave of AI-led growth' for Marvell Technology,2023-08-18,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-08-18,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-08-18,,MRVL
"4 big analyst picks: Adobe upgraded at BofA, 'Ahead of the curve with AI’",2023-08-18,,MRVL
Marvell Technology Introduces 5nm Multi-Gigabit PHY Platform,2023-08-16,,MRVL
Stock market today: Dow ends lower as Moody's bank downgrade bites,2023-08-08,,MRVL
S&P 500 slips as banks stumble on ratings downgrade,2023-08-08,,MRVL
"Stock market today: Dow down as U.S debt ratings downgrade, chip dent in tech bite",2023-08-02,,MRVL
Wall Street ends week higher on US soft landing hopes,2023-07-28,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-07-20,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-07-20,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-07-19,,MRVL
Marvell receives Investment Bank Analyst Rating Update,2023-07-19,,MRVL
3 stocks with a favorable risk/reward into earnings - KeyBanc,2023-07-18,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-07-18,,MRVL
Nasdaq leads Wall St to higher close as CPI report lifts sentiment,2023-07-12,,MRVL
Deutsche Bank recommends buying these 3 TMT stocks and selling this AI high-flyer,2023-07-12,,MRVL
"Midday movers: Nvidia, Microsoft, Netflix, Domino's and more",2023-07-12,,MRVL
Broadcom's $61 billion VMware deal wins conditional EU antitrust OK,2023-07-12,,MRVL
"Broadcom, VMware shares rise after EU Commission signs off on $61 billion merger",2023-07-12,,MRVL
"EU to green light Broadcom's VMware deal on Wednesday, source says",2023-07-11,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-07-11,,MRVL
Chipmakers dominate Rosenblatt's Best Ideas for 2H 2023 list,2023-06-29,,MRVL
U.S. stocks are mixed after Powell signals possible rate hikes,2023-06-28,,MRVL
Exclusive-Top manager at U.S. firm privately sold high-tech in Russia,2023-06-28,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-06-22,,MRVL
"Coherent, Inc. bull thesis and stock 'ahead of themselves' claims Rosenblatt Securities",2023-06-21,,MRVL
This week in tech: Oracle and Adobe serve up earnings beats; AMD's AI reveal,2023-06-18,,MRVL
Marvell Technology Declares $0.06 Quarterly Dividend; 0.4% Yield,2023-06-16,,MRVL
"NVIDIA is AI Top Pick, will be in 'beat-and-raise environment for a while,' Morgan Stanley raises targets across the board",2023-06-16,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-06-16,,MRVL
"The market underestimates Marvell Technology, claims JPMorgan",2023-06-15,,MRVL
"Exclusive-Broadcom set to win EU nod for $61 billion VMware deal, sources say",2023-06-12,,MRVL
Marvell Technology Delivers Industry's Highest Capacity Central Automotive Ethernet Switches,2023-06-08,,MRVL
Marvell gains 5% on report it won Amazon's ASIC chip design,2023-06-07,,MRVL
Marvell Technology gains on report of large ASIC design win,2023-06-07,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-06-06,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-06-06,,MRVL
Marvell Technology and Broadcom will continue to dominate ASIC chip market - JPMorgan,2023-06-01,,MRVL
Short Sellers Lose 92% of Every Dollar Bet Against Chip Stocks,2023-06-01,,MRVL
"Semi shorts down $18 billion in mark-to-market losses in 2023, S3 Partners says",2023-06-01,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-05-30,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-05-30,,MRVL
"Marketmind: Debt vote in sight, but further Fed squeeze",2023-05-30,,MRVL
This week in tech: The Nvidia-led surge,2023-05-28,,MRVL
Wall Street indexes end sharply higher on optimism about debt ceiling,2023-05-26,,MRVL
Marvell Technology Group Ltd receives Investment Bank Analyst Rating Update,2023-05-26,,MRVL
"Wall Street rallies, European shares see biggest gain in 2 months",2023-05-26,,MRVL
